id,UserName,Review,Score,Date,Bank
1312,Rani Chelv4,Covenient for children,5,14/12/2022 13:00,Trust
1313,The reviewerMaria,it’s easy to use,5,14/12/2022 12:59,Trust
1314,Jamerzzz1iC1IIx3A,"Because the app is well developed, and everything seems new. I personally trust this app and will recommend it to friends",5,14/12/2022 12:58,Trust
1315,hawsepoplaz,"convenient, looking forward to card returning",5,14/12/2022 12:56,Trust
1316,Kbsa02Bobby,It is good,5,14/12/2022 12:55,Trust
1317,exceedemit9,"its easy to use and convenient, but I want the card",5,14/12/2022 12:54,Trust
1318,BroooololoooloBrock,can use for online and more,5,14/12/2022 12:53,Trust
1319,Bwoods249CXujGSn,It’s very convenient!,5,14/12/2022 12:51,Trust
1320,Brendon Taa,cool,5,14/12/2022 12:49,Trust
1321,paparazziMcpTP5aX,"cos we dont have togo through the hassle of going to the bank etc. to make an acc and its really fast,still have to wait for the lhysical card but i like how my acc is activated literally after i created it,fast and efficient,but i do hope the physical c",5,14/12/2022 12:45,Trust
1322,Bencrazy33Joann,this app is the best,5,14/12/2022 12:42,Trust
1323,Tinee3636Alicia,"for people that doesn’t have passioncard nor visa, it’s recommended to get this. its even free",5,14/12/2022 12:36,Trust
1324,Mya TanDGOIA,I it is very effecint in like sending money to friends,5,14/12/2022 12:35,Trust
1325,MsJahMomCarlos,Easy and fast,5,14/12/2022 12:33,Trust
1326,Vedant9JROJGO,Very useful and easy,5,14/12/2022 12:32,Trust
1327,H h unicy4ZCErzE3,it’s a very useful app as i run a mini business!,5,14/12/2022 12:28,Trust
1328,SofiaKollek,because it’s very cool,5,14/12/2022 12:26,Trust
1329,Jahboy6669LYiNRW,this is good,5,14/12/2022 12:23,Trust
1330,DjhrudbsbtnPaula,Very easy to. Give and get,5,14/12/2022 12:19,Trust
1331,Bush wookieeSonya,Good money send,5,14/12/2022 12:18,Trust
1332,Auntievalw23kcDgZ,because its good,5,14/12/2022 12:15,Trust
1333,Aaravaccavt,very convenient and accesible,5,14/12/2022 12:14,Trust
1334,Aanyati Ze4,"Ask my mom to sign me up and very convenient, dont need to bring so much cash",5,14/12/2022 12:13,Trust
1335,Cool fhjjdddBillie,V effective,5,14/12/2022 12:11,Trust
1336,Ginganinja526Daphne,No hassle,5,14/12/2022 12:09,Trust
1337,Amirrasan7,Nice. They're fixing the card and everything else works fine,5,14/12/2022 12:07,Trust
1338,sjcheah,Down for a few days but not yet solved. Unexpected for this.,1,14/12/2022 12:05,Trust
1339,User_SW,The app has issue for new sign up. It just always stop at the Name On Card page. Just unable go thru that step. Pls enhance the necessary for the app.,1,14/12/2022 2:07,Trust
1340,Donnie Lee,As titled,5,13/12/2022 14:39,Trust
1341,Meecat14Meow,I’ve been trying to access the app for more than a week. However it can’t load and keep showing something went wrong and tap “try again”. Doesn’t work. :tired_face:,1,13/12/2022 0:21,Trust
1342,biopeldu,I tried like 10 times to sign up for a card or open an account but every time the data is retrieved from SingPass that’s the message I get and unable to open or apply,1,11/12/2022 7:57,Trust
1343,Shariff666,"How am I supposed to believe in a digital only bank when the money I transferred to another bNk account disappears into thin air? And, the best part of it all? Transaction wasnt captured and customer service is non-existent.

Let me warn you: do not TRUST and use this app — youve been warned!",1,10/12/2022 9:51,Trust
1344,Fiona Lim JJ,There is no option for me to apply for a new Savings acc after I have successfully applied for the credit card.,4,10/12/2022 6:49,Trust
1345,Sad一disappointed,No login pop up for ipad App. Need to delete & reinstall in order to log in always.,5,9/12/2022 12:16,Trust
1346,Ryan Yandao,I App only got rich people use only. I was rejected without any reason and I only apply Saving account. This is the worst App I ever encountered.,1,9/12/2022 0:32,Trust
1347,Cyinsect6p,"Where is the indicators 5 Eligible transactions?
After update for remove the bug and come others bug Huh ?",4,8/12/2022 14:13,Trust
1348,SQbus,"Credit card holders beware .
Despite notification of e-statement being issued,
app still does not display credit card statement.

Hence, card holders might miss bill payment .",1,8/12/2022 5:46,Trust
1349,evo5sg,"After 1 month, could not use the app. Found out must install SingPass app.
Re installed app as didn’t work after SingPass installed.
Had to change pin.
Exactly another month later, cannot use app again!",2,7/12/2022 8:06,Trust
1350,don't Trust Trust,"Applied for credit card, waited 3 months, re-applied as office asked me. Status is always pending and no way to cancel the application as I don’t want it anymore.",1,7/12/2022 4:12,Trust
1351,do ehebebbebe,"I am a user from OCBC to TRUST. I tried to apply for credit card but was declined which I was surprised. So far my application for any credit card that I applied is approved. I asked the customer service if it is possible to check the reason for decline. Without hesitation, he said there is no way to check. I am just puzzled that if other banks can approve my credit card then what is Trust financial standard that they can’t approve my card. Customer service is very blunt and unhelpful. Really very disappointed.",1,6/12/2022 3:52,Trust
1352,JuneVon,"Hi, 

Hope this help.

I kept receiving notifications but when login to the app, I don’t know what you want me to see or what you want to notify me. I don’t see new transactions and I don’t see new message. Can you improve on that? Don’t just tap me and run off…….",1,5/12/2022 7:47,Trust
1353,fullydead,Not able to scan QR to make psyment,2,4/12/2022 0:21,Trust
1354,Danny Cyril,Very friendly and courteous staff,5,3/12/2022 7:04,Trust
1355,Ez0207,Wanted to apply for credit card for my mum but she couldn’t get it cause she got the debit card. No idea why you can’t have both. Buy anyway I tried to apply myself. Met the income requirement but was rejected from credit card application without any reason. Asked but they refused to give reason.,1,1/12/2022 13:02,Trust
1356,ysdf123,"Recently I can’t login with trust app at all after I changed to new phone. When I open the app, it directed me to singpass and showed something wrong and try again later even after successful login with Singpass. Now I can’t check my bill which will due soon and also cannot get my card details, no any card number printed physically on card. Called customer service, told me will update u tmrw. Called again the next day, still need more time to fix. So when the card payment is overdue, I need to pay penalty fee??? cannot pay because can’t login.",1,30/11/2022 11:23,Trust
1357,Vinoho,"So far is been good to me, using it is very problem free. Just that sometimes will face some small issue. Hopefully you guys have PayNow in QR side in the future. It will be more easier to use.",4,30/11/2022 3:35,Trust
1358,wecg3c,Can i check why log in via singpass keep on error?,4,29/11/2022 17:50,Trust
1359,Super singman,"I like the discounts, vouchers and transactions that are made so convenient for members to handle whether it is for credit card or bank transaction. :thumbs_up_medium-light_skin_tone:",5,26/11/2022 8:21,Trust
